Linux 2.6.32-431.3.1.el6.x86_64 (mule-perflab06.managed.contegix.com) 	06/18/2014 	_x86_64_	(24 CPU)

05:18:49 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
05:19:45 PM     all      6.60      0.00      1.49      0.00      0.00      0.00      0.21      0.00     91.70
05:19:47 PM     all      5.85      0.00      1.59      0.00      0.00      0.00      0.21      0.00     92.35
05:19:49 PM     all      5.90      0.00      1.59      0.00      0.00      0.00      0.19      0.00     92.32
05:19:51 PM     all      6.04      0.00      1.57      0.00      0.00      0.00      0.08      0.00     92.30
05:19:53 PM     all      5.78      0.00      1.53      0.00      0.00      0.00      0.15      0.00     92.54
05:19:55 PM     all      5.98      0.21      1.55      0.00      0.00      0.00      0.13      0.00     92.14
05:19:57 PM     all      6.68      0.86      1.74      0.00      0.00      0.00      0.08      0.00     90.64
05:19:59 PM     all      5.87      0.13      1.68      0.00      0.00      0.00      0.06      0.00     92.26
05:20:01 PM     all      5.79      0.23      1.78      0.00      0.00      0.00      0.06      0.00     92.13
05:20:03 PM     all      5.83      0.21      1.55      0.00      0.00      0.00      0.08      0.00     92.32
05:20:05 PM     all      5.79      0.84      1.59      0.00      0.00      0.00      0.08      0.00     91.69
05:20:07 PM     all      6.53      0.40      1.43      0.00      0.00      0.00      0.06      0.00     91.58
05:20:09 PM     all      5.74      0.29      1.55      0.00      0.00      0.00      0.11      0.00     92.31
05:20:11 PM     all      6.01      0.84      1.83      0.00      0.00      0.00      0.08      0.00     91.24
05:20:13 PM     all      5.99      0.74      1.74      0.00      0.00      0.00      0.08      0.00     91.45
05:20:15 PM     all      5.65      0.02      1.51      0.00      0.00      0.00      0.15      0.00     92.67
05:20:17 PM     all      5.62      0.10      1.57      0.00      0.00      0.00      0.08      0.00     92.61
05:20:19 PM     all      6.55      0.21      1.53      0.00      0.00      0.00      0.06      0.00     91.65
05:20:21 PM     all      5.92      0.23      1.62      0.00      0.00      0.00      0.06      0.00     92.17
05:20:23 PM     all      5.58      0.00      1.41      0.00      0.00      0.00      0.19      0.00     92.83
05:20:25 PM     all      5.25      0.00      1.34      0.00      0.00      0.00      0.19      0.00     93.21
05:20:27 PM     all      5.95      0.00      1.51      0.00      0.00      0.00      0.19      0.00     92.35
05:20:29 PM     all      5.84      0.00      1.53      0.00      0.00      0.00      0.06      0.00     92.57
05:20:31 PM     all      6.88      0.00      1.55      0.00      0.00      0.00      0.06      0.00     91.50
05:20:33 PM     all      6.08      0.00      1.45      0.00      0.00      0.00      0.08      0.00     92.39
05:20:35 PM     all      5.94      0.00      1.62      0.00      0.00      0.00      0.13      0.00     92.32
05:20:37 PM     all      5.64      0.02      1.57      0.00      0.00      0.00      0.21      0.00     92.56
05:20:39 PM     all      5.61      0.00      1.53      0.00      0.00      0.00      0.21      0.00     92.66
05:20:41 PM     all      6.67      0.00      1.59      0.00      0.00      0.00      0.23      0.00     91.51
05:20:43 PM     all      5.87      0.00      1.55      0.00      0.00      0.00      0.21      0.00     92.36
05:20:45 PM     all      5.71      0.00      1.51      0.00      0.00      0.00      0.17      0.00     92.61
05:20:47 PM     all      5.72      0.00      1.51      0.00      0.00      0.00      0.17      0.00     92.60
05:20:49 PM     all      5.74      0.00      1.49      0.00      0.00      0.00      0.21      0.00     92.56
05:20:51 PM     all      5.56      0.00      1.45      0.00      0.00      0.00      0.25      0.00     92.74
05:20:53 PM     all      6.55      0.00      1.57      0.00      0.00      0.00      0.21      0.00     91.67
05:20:55 PM     all      5.74      0.23      1.47      0.00      0.00      0.00      0.17      0.00     92.40
05:20:57 PM     all      5.83      0.67      1.62      0.00      0.00      0.00      0.25      0.00     91.63
05:20:59 PM     all      5.62      0.10      1.59      0.00      0.00      0.00      0.21      0.00     92.47
05:21:01 PM     all      5.98      0.27      1.64      0.00      0.00      0.00      0.06      0.00     92.05
05:21:03 PM     all      6.31      0.23      1.51      0.00      0.00      0.00      0.17      0.00     91.79
05:21:05 PM     all      5.88      0.82      1.66      0.00      0.00      0.00      0.08      0.00     91.56
05:21:07 PM     all      5.67      0.36      1.45      0.04      0.00      0.00      0.13      0.00     92.35
05:21:09 PM     all      5.53      0.34      1.55      0.00      0.00      0.00      0.15      0.00     92.44
05:21:11 PM     all      5.55      0.88      1.72      0.00      0.00      0.00      0.11      0.00     91.74
05:21:13 PM     all      5.44      0.84      1.79      0.00      0.00      0.00      0.23      0.00     91.70
05:21:15 PM     all      6.24      0.04      1.49      0.00      0.00      0.00      0.21      0.00     92.02
05:21:17 PM     all      5.63      0.17      1.41      0.00      0.00      0.00      0.04      0.00     92.76
05:21:19 PM     all      5.76      0.27      1.60      0.00      0.00      0.00      0.04      0.00     92.33
05:21:21 PM     all      5.87      0.21      1.55      0.00      0.00      0.02      0.04      0.00     92.30
05:21:23 PM     all      5.91      0.00      1.49      0.00      0.00      0.00      0.04      0.00     92.55
05:21:25 PM     all      5.62      0.00      1.41      0.00      0.00      0.00      0.06      0.00     92.91
05:21:27 PM     all      6.76      0.00      1.41      0.00      0.00      0.00      0.04      0.00     91.79
05:21:29 PM     all      5.40      0.00      1.45      0.00      0.00      0.00      0.21      0.00     92.94
05:21:31 PM     all      5.71      0.00      1.41      0.00      0.00      0.00      0.06      0.00     92.82
05:21:33 PM     all      5.91      0.00      1.59      0.00      0.00      0.00      0.08      0.00     92.41
05:21:35 PM     all      6.04      0.00      1.55      0.00      0.00      0.00      0.06      0.00     92.34
05:21:37 PM     all      6.84      0.00      1.53      0.00      0.00      0.00      0.19      0.00     91.44
05:21:39 PM     all      6.04      0.00      1.61      0.00      0.00      0.00      0.17      0.00     92.18
05:21:41 PM     all      5.60      0.00      1.51      0.02      0.00      0.00      0.19      0.00     92.68
05:21:43 PM     all      5.79      0.02      1.55      0.00      0.00      0.00      0.15      0.00     92.49
05:21:45 PM     all      5.67      0.00      1.49      0.00      0.00      0.00      0.06      0.00     92.78
05:21:47 PM     all      5.75      0.00      1.49      0.00      0.00      0.00      0.08      0.00     92.67
05:21:49 PM     all      6.46      0.00      1.40      0.00      0.00      0.00      0.17      0.00     91.97
05:21:51 PM     all      5.66      0.00      1.45      0.00      0.00      0.00      0.23      0.00     92.67
05:21:53 PM     all      5.55      0.00      1.47      0.00      0.00      0.00      0.21      0.00     92.77
05:21:55 PM     all      5.53      0.21      1.55      0.00      0.00      0.00      0.25      0.00     92.45
05:21:57 PM     all      5.56      0.80      1.76      0.00      0.00      0.00      0.23      0.00     91.65
05:21:59 PM     all      5.66      0.15      1.66      0.00      0.00      0.00      0.25      0.00     92.29
05:22:01 PM     all      6.31      0.23      1.40      0.00      0.00      0.00      0.19      0.00     91.87
05:22:03 PM     all      5.44      0.25      1.45      0.00      0.00      0.00      0.11      0.00     92.75
05:22:05 PM     all      5.51      0.82      1.34      0.00      0.00      0.00      0.19      0.00     92.14
05:22:07 PM     all      5.60      0.36      1.43      0.00      0.00      0.00      0.19      0.00     92.42
05:22:09 PM     all      5.58      0.27      1.59      0.00      0.00      0.00      0.19      0.00     92.37
05:22:11 PM     all      6.30      0.84      1.78      0.00      0.00      0.00      0.19      0.00     90.89
05:22:13 PM     all      5.89      0.84      1.68      0.00      0.00      0.00      0.21      0.00     91.38
05:22:15 PM     all      5.71      0.04      1.58      0.00      0.00      0.00      0.08      0.00     92.59
05:22:17 PM     all      5.47      0.19      1.53      0.00      0.00      0.00      0.15      0.00     92.66
05:22:19 PM     all      5.52      0.23      1.43      0.00      0.00      0.00      0.17      0.00     92.66
05:22:21 PM     all      5.63      0.21      1.49      0.00      0.00      0.00      0.08      0.00     92.59
05:22:23 PM     all      6.68      0.00      1.58      0.00      0.00      0.00      0.11      0.00     91.64
05:22:25 PM     all      5.75      0.00      1.59      0.00      0.00      0.00      0.08      0.00     92.58
05:22:27 PM     all      5.54      0.00      1.47      0.00      0.00      0.00      0.17      0.00     92.82
05:22:29 PM     all      5.62      0.00      1.49      0.00      0.00      0.00      0.19      0.00     92.71
05:22:31 PM     all      5.66      0.00      1.55      0.00      0.00      0.00      0.25      0.00     92.54
05:22:33 PM     all      5.60      0.00      1.47      0.00      0.00      0.00      0.21      0.00     92.72
05:22:35 PM     all      6.50      0.00      1.51      0.00      0.00      0.00      0.17      0.00     91.83
05:22:37 PM     all      5.79      0.00      1.64      0.00      0.00      0.00      0.10      0.00     92.46
05:22:39 PM     all      5.69      0.00      1.52      0.00      0.00      0.00      0.06      0.00     92.73
05:22:41 PM     all      5.55      0.00      1.66      0.00      0.00      0.00      0.21      0.00     92.57
05:22:43 PM     all      5.75      0.00      1.41      0.00      0.00      0.00      0.19      0.00     92.66
05:22:45 PM     all      5.68      0.00      1.51      0.00      0.00      0.00      0.19      0.00     92.62
05:22:47 PM     all      6.67      0.00      1.59      0.00      0.00      0.00      0.10      0.00     91.63
05:22:49 PM     all      6.04      0.00      1.87      0.00      0.00      0.00      0.10      0.00     91.99
05:22:51 PM     all      6.02      0.00      1.64      0.00      0.00      0.00      0.10      0.00     92.24
05:22:53 PM     all      5.84      0.02      1.55      0.00      0.00      0.00      0.17      0.00     92.42
05:22:55 PM     all      5.79      0.23      1.66      0.00      0.00      0.00      0.08      0.00     92.23
05:22:57 PM     all      5.98      0.69      1.78      0.00      0.00      0.00      0.08      0.00     91.46
05:22:59 PM     all      6.47      0.11      1.55      0.00      0.00      0.02      0.06      0.00     91.79
05:23:01 PM     all      5.93      0.13      1.53      0.00      0.00      0.00      0.13      0.00     92.29
05:23:03 PM     all      6.00      0.23      1.62      0.00      0.00      0.00      0.06      0.00     92.09
05:23:05 PM     all      5.77      0.84      1.64      0.00      0.00      0.00      0.19      0.00     91.56
05:23:07 PM     all      5.62      0.38      1.53      0.00      0.00      0.00      0.15      0.00     92.33
05:23:09 PM     all      5.53      0.32      1.62      0.00      0.00      0.00      0.08      0.00     92.46
05:23:11 PM     all      6.44      0.88      2.04      0.00      0.00      0.00      0.10      0.00     90.54
05:23:13 PM     all      5.98      0.86      1.87      0.00      0.00      0.00      0.10      0.00     91.19
05:23:15 PM     all      5.34      0.04      1.51      0.00      0.00      0.00      0.15      0.00     92.96
05:23:17 PM     all      5.63      0.10      1.60      0.00      0.00      0.00      0.21      0.00     92.46
05:23:19 PM     all      5.62      0.21      1.72      0.00      0.00      0.00      0.15      0.00     92.30
05:23:21 PM     all      5.94      0.21      1.62      0.00      0.00      0.00      0.08      0.00     92.15
05:23:23 PM     all      6.74      0.00      1.57      0.00      0.00      0.00      0.08      0.00     91.60
05:23:25 PM     all      5.64      0.00      1.45      0.00      0.00      0.00      0.23      0.00     92.68
05:23:27 PM     all      5.52      0.00      1.45      0.00      0.00      0.00      0.15      0.00     92.89
05:23:29 PM     all      5.59      0.00      1.62      0.00      0.00      0.00      0.10      0.00     92.69
05:23:31 PM     all      6.00      0.00      1.47      0.00      0.00      0.00      0.10      0.00     92.42
05:23:33 PM     all      5.90      0.00      1.57      0.00      0.00      0.00      0.15      0.00     92.38
05:23:35 PM     all      6.51      0.02      1.57      0.00      0.00      0.00      0.13      0.00     91.77
05:23:37 PM     all      5.90      0.00      1.45      0.00      0.00      0.00      0.08      0.00     92.57
05:23:39 PM     all      5.55      0.00      1.51      0.00      0.00      0.00      0.19      0.00     92.75
05:23:41 PM     all      5.85      0.00      1.57      0.00      0.00      0.00      0.10      0.00     92.47
05:23:43 PM     all      5.67      0.00      1.34      0.00      0.00      0.00      0.04      0.00     92.95
05:23:45 PM     all      6.11      0.00      1.41      0.00      0.00      0.00      0.06      0.00     92.42
05:23:47 PM     all      6.53      0.00      1.49      0.00      0.00      0.00      0.17      0.00     91.82
05:23:49 PM     all      5.41      0.00      1.32      0.00      0.00      0.00      0.27      0.00     92.99
05:23:51 PM     all      5.62      0.00      1.51      0.00      0.00      0.00      0.25      0.00     92.61
05:23:53 PM     all      5.69      0.00      1.64      0.00      0.00      0.00      0.06      0.00     92.61
05:23:55 PM     all      5.56      0.21      1.43      0.00      0.00      0.00      0.15      0.00     92.66
05:23:57 PM     all      5.49      0.90      1.51      0.00      0.00      0.00      0.21      0.00     91.89
05:23:59 PM     all      6.60      0.15      1.53      0.00      0.00      0.00      0.21      0.00     91.51
05:24:01 PM     all      5.53      0.23      1.51      0.00      0.00      0.00      0.17      0.00     92.56
05:24:03 PM     all      5.83      0.25      1.57      0.00      0.00      0.00      0.17      0.00     92.17
05:24:05 PM     all      5.65      1.43      1.72      0.00      0.00      0.00      0.17      0.00     91.03
05:24:07 PM     all      5.67      0.42      1.60      0.00      0.00      0.00      0.19      0.00     92.13
05:24:09 PM     all      6.56      0.27      1.51      0.00      0.00      0.00      0.08      0.00     91.57
05:24:11 PM     all      5.77      0.69      1.72      0.00      0.00      0.00      0.25      0.00     91.57
05:24:13 PM     all      5.75      0.40      1.60      0.00      0.00      0.00      0.17      0.00     92.08
05:24:15 PM     all      5.88      0.04      1.87      0.00      0.00      0.00      0.15      0.00     92.07
05:24:17 PM     all      5.56      0.19      1.57      0.00      0.00      0.00      0.19      0.00     92.49
05:24:19 PM     all      5.56      0.23      1.57      0.00      0.00      0.00      0.17      0.00     92.47
05:24:21 PM     all      6.70      0.23      1.61      0.00      0.00      0.00      0.19      0.00     91.27
05:24:23 PM     all      5.69      0.02      1.57      0.00      0.00      0.00      0.25      0.00     92.46
05:24:25 PM     all      5.54      0.00      1.45      0.00      0.00      0.00      0.27      0.00     92.74
05:24:27 PM     all      5.89      0.00      1.57      0.00      0.00      0.00      0.15      0.00     92.39
05:24:29 PM     all      5.65      0.00      1.68      0.00      0.00      0.00      0.10      0.00     92.57
05:24:31 PM     all      5.46      0.00      1.57      0.00      0.00      0.00      0.15      0.00     92.82
05:24:33 PM     all      6.41      0.00      1.43      0.00      0.00      0.00      0.06      0.00     92.10
05:24:35 PM     all      5.52      0.00      1.64      0.00      0.00      0.00      0.19      0.00     92.65
05:24:37 PM     all      5.62      0.00      1.47      0.00      0.00      0.00      0.25      0.00     92.65
05:24:39 PM     all      5.85      0.00      1.53      0.00      0.00      0.00      0.06      0.00     92.55
05:24:41 PM     all      5.81      0.00      1.57      0.00      0.00      0.00      0.06      0.00     92.55
05:24:43 PM     all      5.90      0.00      1.70      0.00      0.00      0.00      0.10      0.00     92.29
05:24:45 PM     all      6.82      0.00      1.49      0.00      0.00      0.00      0.13      0.00     91.57
05:24:47 PM     all      5.60      0.00      1.49      0.00      0.00      0.00      0.19      0.00     92.72
05:24:49 PM     all      5.68      0.00      1.38      0.00      0.00      0.00      0.08      0.00     92.85
05:24:51 PM     all      5.69      0.00      1.34      0.00      0.00      0.00      0.06      0.00     92.91
05:24:53 PM     all      5.92      0.00      1.49      0.00      0.00      0.00      0.08      0.00     92.51
05:24:55 PM     all      6.89      0.23      1.74      0.00      0.00      0.00      0.08      0.00     91.06
05:24:57 PM     all      5.63      0.90      1.83      0.00      0.00      0.00      0.25      0.00     91.38
05:24:59 PM     all      5.52      0.15      1.53      0.00      0.00      0.00      0.19      0.00     92.61
05:25:01 PM     all      5.77      0.21      1.59      0.00      0.00      0.00      0.19      0.00     92.24
05:25:03 PM     all      5.64      0.23      1.57      0.00      0.00      0.00      0.25      0.00     92.30
05:25:05 PM     all      5.73      0.84      1.59      0.00      0.00      0.00      0.21      0.00     91.63
05:25:07 PM     all      6.47      0.40      1.55      0.00      0.00      0.00      0.17      0.00     91.41
05:25:09 PM     all      5.71      0.29      1.62      0.00      0.00      0.00      0.13      0.00     92.26
05:25:11 PM     all      5.93      0.88      1.72      0.00      0.00      0.00      0.06      0.00     91.40
05:25:13 PM     all      5.67      0.44      1.66      0.00      0.00      0.00      0.17      0.00     92.07
05:25:15 PM     all      5.56      0.02      1.55      0.00      0.00      0.00      0.23      0.00     92.64
05:25:17 PM     all      5.68      0.19      1.70      0.00      0.00      0.00      0.25      0.00     92.18
05:25:19 PM     all      6.54      0.23      1.34      0.00      0.00      0.00      0.21      0.00     91.68
05:25:21 PM     all      5.84      0.25      1.68      0.00      0.00      0.00      0.13      0.00     92.10
05:25:23 PM     all      5.88      0.00      1.72      0.00      0.00      0.00      0.19      0.00     92.21
05:25:25 PM     all      5.86      0.00      1.60      0.00      0.00      0.00      0.21      0.00     92.34
05:25:27 PM     all      5.75      0.00      1.72      0.00      0.00      0.00      0.08      0.00     92.44
05:25:29 PM     all      5.58      0.00      1.51      0.00      0.00      0.00      0.25      0.00     92.66
05:25:31 PM     all      6.69      0.00      1.53      0.00      0.00      0.00      0.10      0.00     91.67
05:25:33 PM     all      5.76      0.00      1.58      0.00      0.00      0.00      0.08      0.00     92.58
05:25:35 PM     all      6.00      0.00      1.55      0.00      0.00      0.02      0.04      0.00     92.38
05:25:37 PM     all      6.11      0.00      1.74      0.00      0.00      0.00      0.13      0.00     92.03
05:25:39 PM     all      6.06      0.00      1.62      0.00      0.00      0.00      0.08      0.00     92.24
05:25:41 PM     all      6.73      0.00      1.54      0.00      0.00      0.00      0.08      0.00     91.65
05:25:43 PM     all      5.86      0.02      1.64      0.00      0.00      0.00      0.11      0.00     92.38
05:25:45 PM     all      5.98      0.00      1.57      0.00      0.00      0.00      0.13      0.00     92.31
05:25:47 PM     all      5.92      0.00      1.57      0.00      0.00      0.00      0.17      0.00     92.34
05:25:49 PM     all      6.04      0.00      1.64      0.00      0.00      0.00      0.15      0.00     92.17
05:25:51 PM     all      5.86      0.00      1.60      0.00      0.00      0.00      0.13      0.00     92.41
05:25:53 PM     all      6.85      0.00      1.70      0.00      0.00      0.00      0.10      0.00     91.35
05:25:55 PM     all      5.90      0.23      1.53      0.00      0.00      0.00      0.15      0.00     92.18
05:25:57 PM     all      5.88      0.74      1.70      0.00      0.00      0.00      0.13      0.00     91.55
05:25:59 PM     all      5.56      0.11      1.47      0.00      0.00      0.00      0.06      0.00     92.80
05:26:01 PM     all      5.58      0.23      1.64      0.00      0.00      0.00      0.21      0.00     92.34
05:26:03 PM     all      5.63      0.25      1.49      0.00      0.00      0.00      0.21      0.00     92.42
05:26:05 PM     all      6.67      0.61      1.59      0.00      0.00      0.00      0.19      0.00     90.94
05:26:07 PM     all      6.02      0.19      1.64      0.00      0.00      0.00      0.23      0.00     91.93
05:26:09 PM     all      5.56      0.34      1.59      0.00      0.00      0.00      0.21      0.00     92.30
05:26:11 PM     all      5.62      0.82      1.78      0.00      0.00      0.00      0.15      0.00     91.63
05:26:13 PM     all      5.62      0.90      1.68      0.00      0.00      0.00      0.15      0.00     91.65
05:26:15 PM     all      6.42      0.04      1.55      0.00      0.00      0.00      0.23      0.00     91.76
05:26:17 PM     all      5.45      0.19      1.30      0.00      0.00      0.00      0.23      0.00     92.83
05:26:19 PM     all      5.46      0.10      1.49      0.00      0.00      0.00      0.15      0.00     92.80
05:26:21 PM     all      5.56      0.23      1.41      0.00      0.00      0.00      0.13      0.00     92.67
05:26:23 PM     all      5.77      0.02      1.49      0.00      0.00      0.00      0.10      0.00     92.62
05:26:25 PM     all      5.85      0.00      1.61      0.00      0.00      0.00      0.10      0.00     92.43
05:26:27 PM     all      6.54      0.00      1.41      0.00      0.00      0.00      0.11      0.00     91.95
05:26:29 PM     all      5.63      0.00      1.49      0.00      0.00      0.00      0.17      0.00     92.71
05:26:31 PM     all      5.54      0.00      1.51      0.00      0.00      0.00      0.19      0.00     92.77
05:26:33 PM     all      5.62      0.00      1.53      0.00      0.00      0.00      0.19      0.00     92.66
05:26:35 PM     all      5.62      0.00      1.43      0.00      0.00      0.00      0.21      0.00     92.75
05:26:37 PM     all      6.60      0.00      1.42      0.00      0.00      0.00      0.19      0.00     91.79
05:26:39 PM     all      5.89      0.00      1.47      0.00      0.00      0.00      0.06      0.00     92.58
05:26:41 PM     all      5.85      0.00      1.49      0.00      0.00      0.00      0.13      0.00     92.53
05:26:43 PM     all      5.74      0.00      1.51      0.00      0.00      0.00      0.21      0.00     92.54
05:26:45 PM     all      5.68      0.00      1.38      0.00      0.00      0.00      0.15      0.00     92.79
05:26:47 PM     all      5.83      0.00      1.78      0.00      0.00      0.00      0.15      0.00     92.24
05:26:49 PM     all      6.72      0.00      1.64      0.00      0.00      0.00      0.10      0.00     91.54
05:26:51 PM     all      5.77      0.00      1.49      0.00      0.00      0.00      0.08      0.00     92.65
05:26:53 PM     all      5.69      0.00      1.78      0.00      0.00      0.00      0.13      0.00     92.40
05:26:55 PM     all      5.67      0.23      1.49      0.00      0.00      0.00      0.10      0.00     92.51
05:26:57 PM     all      5.47      0.63      1.55      0.00      0.00      0.00      0.15      0.00     92.20
05:26:59 PM     all      6.59      0.13      1.59      0.00      0.00      0.00      0.19      0.00     91.50
05:27:01 PM     all      5.81      0.23      1.59      0.00      0.00      0.00      0.08      0.00     92.28
05:27:03 PM     all      5.95      0.21      1.66      0.00      0.00      0.00      0.06      0.00     92.12
05:27:05 PM     all      5.60      0.61      1.66      0.00      0.00      0.00      0.19      0.00     91.94
05:27:07 PM     all      5.73      0.36      1.72      0.00      0.00      0.00      0.17      0.00     92.03
05:27:09 PM     all      5.77      0.27      1.60      0.00      0.00      0.00      0.17      0.00     92.19
05:27:11 PM     all      6.21      0.82      1.87      0.00      0.00      0.00      0.17      0.00     90.94
05:27:13 PM     all      5.72      0.90      1.93      0.00      0.00      0.00      0.15      0.00     91.30
05:27:15 PM     all      5.56      0.04      1.57      0.00      0.00      0.00      0.19      0.00     92.63
05:27:17 PM     all      5.81      0.17      1.53      0.00      0.00      0.00      0.19      0.00     92.30
05:27:19 PM     all      5.74      0.13      1.74      0.00      0.00      0.00      0.17      0.00     92.22
05:27:21 PM     all      5.75      0.21      1.57      0.00      0.00      0.00      0.13      0.00     92.34
05:27:23 PM     all      6.88      0.00      1.45      0.00      0.00      0.00      0.15      0.00     91.52
05:27:25 PM     all      5.33      0.00      1.28      0.00      0.00      0.00      0.21      0.00     93.18
05:27:27 PM     all      5.61      0.00      1.40      0.00      0.00      0.00      0.19      0.00     92.79
05:27:29 PM     all      5.48      0.00      1.55      0.00      0.00      0.00      0.15      0.00     92.82
05:27:31 PM     all      5.89      0.00      1.49      0.00      0.00      0.00      0.08      0.00     92.54
05:27:33 PM     all      6.62      0.00      1.57      0.00      0.00      0.00      0.06      0.00     91.74
05:27:35 PM     all      5.70      0.00      1.51      0.00      0.00      0.00      0.08      0.00     92.71
05:27:37 PM     all      5.62      0.00      1.53      0.00      0.00      0.02      0.15      0.00     92.69
05:27:39 PM     all      5.85      0.00      1.43      0.00      0.00      0.00      0.17      0.00     92.55
05:27:41 PM     all      6.06      0.00      1.66      0.00      0.00      0.00      0.19      0.00     92.10
05:27:43 PM     all      5.91      0.00      1.59      0.00      0.00      0.00      0.21      0.00     92.29
05:27:45 PM     all      6.92      0.00      1.66      0.00      0.00      0.00      0.19      0.00     91.23
05:27:47 PM     all      5.67      0.02      1.66      0.00      0.00      0.00      0.15      0.00     92.50
05:27:49 PM     all      5.83      0.00      1.63      0.00      0.00      0.00      0.19      0.00     92.35
05:27:51 PM     all      5.70      0.00      1.36      0.00      0.00      0.00      0.15      0.00     92.79
05:27:53 PM     all      5.84      0.00      1.53      0.00      0.00      0.00      0.06      0.00     92.57
05:27:55 PM     all      6.42      0.21      1.47      0.00      0.00      0.00      0.08      0.00     91.82
05:27:57 PM     all      5.86      0.82      1.62      0.00      0.00      0.00      0.06      0.00     91.64
05:27:59 PM     all      5.88      0.13      1.64      0.00      0.00      0.00      0.04      0.00     92.31
05:28:01 PM     all      5.73      0.23      1.60      0.00      0.00      0.00      0.06      0.00     92.38
05:28:03 PM     all      5.63      0.21      1.60      0.00      0.00      0.00      0.17      0.00     92.40
05:28:05 PM     all      5.63      0.99      1.66      0.00      0.00      0.00      0.17      0.00     91.56
05:28:07 PM     all      6.56      0.46      1.76      0.00      0.00      0.00      0.10      0.00     91.11
05:28:09 PM     all      5.84      0.32      1.76      0.00      0.00      0.00      0.04      0.00     92.04
05:28:11 PM     all      5.66      0.86      1.78      0.00      0.00      0.00      0.13      0.00     91.57
05:28:13 PM     all      5.72      0.95      1.66      0.00      0.00      0.00      0.11      0.00     91.57
05:28:15 PM     all      5.77      0.02      1.68      0.00      0.00      0.00      0.21      0.00     92.33
05:28:17 PM     all      5.92      0.10      1.59      0.00      0.00      0.00      0.13      0.00     92.26
05:28:19 PM     all      6.70      0.23      1.62      0.00      0.00      0.00      0.06      0.00     91.39
05:28:21 PM     all      5.88      0.21      1.53      0.00      0.00      0.00      0.06      0.00     92.32
05:28:23 PM     all      5.88      0.02      1.55      0.00      0.00      0.00      0.06      0.00     92.49
05:28:25 PM     all      5.78      0.00      1.55      0.00      0.00      0.00      0.25      0.00     92.41
05:28:27 PM     all      5.68      0.00      1.57      0.00      0.00      0.00      0.17      0.00     92.58
05:28:29 PM     all      5.63      0.00      1.45      0.00      0.00      0.00      0.13      0.00     92.80
05:28:31 PM     all      6.73      0.00      1.59      0.00      0.00      0.00      0.06      0.00     91.61
05:28:33 PM     all      5.60      0.00      1.38      0.00      0.00      0.00      0.06      0.00     92.96
